Gene ID,source_id,Organism,Genomic Location (Gene),Product Description,Input Ortholog(s),Paralog count,Ortholog count,Ortholog Group
PCOAH_00024000,PCOAH_00024000-t30_1,Plasmodium coatneyi Hackeri,"CP016247:333,966..338,792(-)",Uncharacterized protein,PCYB_091490,0,54,OG6_124595
PCOAH_00024020,PCOAH_00024020-t30_1,Plasmodium coatneyi Hackeri,"CP016247:346,516..349,078(+)",Uncharacterized protein,PCYB_091510,0,23,OG6r11_100959
PCOAH_00024030,PCOAH_00024030-t30_1,Plasmodium coatneyi Hackeri,"CP016247:349,911..350,585(+)",D-tyrosyl-tRNA(Tyr) deacylase,PCYB_091520,0,55,OG6_101644
PCOAH_00024050,PCOAH_00024050-t30_1,Plasmodium coatneyi Hackeri,"CP016247:353,032..354,039(+)",Casein kinase ii,PCYB_091530,0,56,OG6_100821
PCOAH_00024060,PCOAH_00024060-t30_1,Plasmodium coatneyi Hackeri,"CP016247:355,520..356,790(+)",Succinyl-coa synthetase alpha subunit,PCYB_091540,0,55,OG6_100834
PCOAH_00024070,PCOAH_00024070-t30_1,Plasmodium coatneyi Hackeri,"CP016247:357,753..358,787(-)",Endoplasmic reticulum-resident calcium binding protein,PCYB_091550,0,55,OG6_105526
PCOAH_00024080,PCOAH_00024080-t30_1,Plasmodium coatneyi Hackeri,"CP016247:360,718..362,358(-)",Uncharacterized protein,PCYB_091560,0,55,OG6_107903
PCOAH_00024090,PCOAH_00024090-t30_1,Plasmodium coatneyi Hackeri,"CP016247:364,680..365,461(+)",Uncharacterized protein,PCYB_091570,0,55,OG6_532322
PCOAH_00024100,PCOAH_00024100-t30_1,Plasmodium coatneyi Hackeri,"CP016247:366,202..367,542(+)",Uncharacterized protein,PCYB_091580,0,55,OG6_102484
PCOAH_00024110,PCOAH_00024110-t30_1,Plasmodium coatneyi Hackeri,"CP016247:369,222..373,297(-)",Uncharacterized protein,PCYB_091590,0,50,OG6_532743
PCOAH_00024120,PCOAH_00024120-t30_1,Plasmodium coatneyi Hackeri,"CP016247:374,252..375,830(-)",Uncharacterized protein,PCYB_091600,0,55,OG6_532604
PCOAH_00024130,PCOAH_00024130-t30_1,Plasmodium coatneyi Hackeri,"CP016247:377,053..379,956(-)",Bystin,PCYB_091610,0,60,OG6_102261
PCOAH_00024140,PCOAH_00024140-t30_1,Plasmodium coatneyi Hackeri,"CP016247:383,775..384,865(+)",60S ribosomal protein L36,PCYB_091620,0,55,OG6_101322
PCOAH_00024150,PCOAH_00024150-t30_1,Plasmodium coatneyi Hackeri,"CP016247:385,283..386,595(+)",Uncharacterized protein,PCYB_091630,0,54,OG6_533314
PCOAH_00024180,PCOAH_00024180-t30_1,Plasmodium coatneyi Hackeri,"CP016247:407,469..408,320(+)",Uncharacterized protein,PCYB_143980,2,57,OG6_171396
PCOAH_00024200,PCOAH_00024200-t30_1,Plasmodium coatneyi Hackeri,"CP016247:416,708..420,593(+)",PRP1 splicing factor,PCYB_091650,0,55,OG6_102682
PCOAH_00024210,PCOAH_00024210-t30_1,Plasmodium coatneyi Hackeri,"CP016247:421,096..422,397(-)",Uncharacterized protein,PCYB_091660,0,55,OG6_113378
PCOAH_00024230,PCOAH_00024230-t30_1,Plasmodium coatneyi Hackeri,"CP016247:434,339..437,597(+)",Vacuolar protein sorting-associated protein 35,PCYB_091680,0,56,OG6_101945
PCOAH_00024240,PCOAH_00024240-t30_1,Plasmodium coatneyi Hackeri,"CP016247:437,941..439,811(-)",50S ribosomal protein L11,PCYB_091690,0,56,OG6_100842
PCOAH_00024250,PCOAH_00024250-t30_1,Plasmodium coatneyi Hackeri,"CP016247:440,539..442,280(+)",Actin,PCYB_091700,0,53,OG6_130926
PCOAH_00024260,PCOAH_00024260-t30_1,Plasmodium coatneyi Hackeri,"CP016247:442,368..443,753(-)",Calmodulin binding protein,PCYB_091710,0,54,OG6_104978
PCOAH_00024270,PCOAH_00024270-t30_1,Plasmodium coatneyi Hackeri,"CP016247:444,482..446,011(-)",Uncharacterized protein,PCYB_091720,0,54,OG6_103502
PCOAH_00024280,PCOAH_00024280-t30_1,Plasmodium coatneyi Hackeri,"CP016247:447,531..449,003(+)",Uncharacterized protein,PCYB_091730,0,55,OG6_104090
PCOAH_00024290,PCOAH_00024290-t30_1,Plasmodium coatneyi Hackeri,"CP016247:449,250..450,299(-)",Replication factor c subunit 5,PCYB_091740,0,55,OG6_102480
PCOAH_00024300,PCOAH_00024300-t30_1,Plasmodium coatneyi Hackeri,"CP016247:452,172..453,986(-)",Uncharacterized protein,PCYB_091750,0,56,OG6_103069
PCOAH_00024310,PCOAH_00024310-t30_1,Plasmodium coatneyi Hackeri,"CP016247:454,716..455,630(-)",Uncharacterized protein,PCYB_091760,0,58,OG6_102735
PCOAH_00024320,PCOAH_00024320-t30_1,Plasmodium coatneyi Hackeri,"CP016247:456,560..458,136(-)",Uncharacterized protein,PCYB_091770,0,54,OG6_533050
PCOAH_00024330,PCOAH_00024330-t30_1,Plasmodium coatneyi Hackeri,"CP016247:460,756..463,534(+)",Uncharacterized protein,PCYB_091790,0,56,OG6_124640
PCOAH_00024340,PCOAH_00024340-t30_1,Plasmodium coatneyi Hackeri,"CP016247:464,052..466,424(-)",Uncharacterized protein,PCYB_091800,0,36,OG6_533574
PCOAH_00024350,PCOAH_00024350-t30_1,Plasmodium coatneyi Hackeri,"CP016247:467,278..468,715(+)",Uncharacterized protein,PCYB_091810,0,55,OG6_119527
PCOAH_00024360,PCOAH_00024360-t30_1,Plasmodium coatneyi Hackeri,"CP016247:469,522..472,253(+)",Uncharacterized protein,PCYB_091820,0,53,OG6_104335
PCOAH_00024370,PCOAH_00024370-t30_1,Plasmodium coatneyi Hackeri,"CP016247:473,725..480,549(+)",Uncharacterized protein,PCYB_091840,0,45,OG6_533593
PCOAH_00024380,PCOAH_00024380-t30_1,Plasmodium coatneyi Hackeri,"CP016247:481,747..482,814(+)",Ubiquinone biosynthesis protein COQ4 homolog,PCYB_091850,0,54,OG6_103250
PCOAH_00024390,PCOAH_00024390-t30_1,Plasmodium coatneyi Hackeri,"CP016247:483,047..485,396(-)",Uncharacterized protein,PCYB_091860,0,54,OG6_533284
PCOAH_00024400,PCOAH_00024400-t30_1,Plasmodium coatneyi Hackeri,"CP016247:486,999..487,571(+)",Uncharacterized protein,"PCYB_051350,PCYB_091870",1,109,OG6_100876
PCOAH_00024410,PCOAH_00024410-t30_1,Plasmodium coatneyi Hackeri,"CP016247:488,906..489,737(+)",Uncharacterized protein,PCYB_091880,0,54,OG6_105549
PCOAH_00024420,PCOAH_00024420-t30_1,Plasmodium coatneyi Hackeri,"CP016247:490,134..492,080(-)",Uncharacterized protein,PCYB_091890,0,55,OG6_102902
PCOAH_00024430,PCOAH_00024430-t30_1,Plasmodium coatneyi Hackeri,"CP016247:493,256..496,877(+)",Uncharacterized protein,PCYB_091900,0,56,OG6_104125
PCOAH_00024440,PCOAH_00024440-t30_1,Plasmodium coatneyi Hackeri,"CP016247:500,045..503,018(-)",Uncharacterized protein,PCYB_091920,0,50,OG6_533569
PCOAH_00024450,PCOAH_00024450-t30_1,Plasmodium coatneyi Hackeri,"CP016247:503,970..521,966(+)",Uncharacterized protein,PCYB_091930,0,54,OG6_533437
PCOAH_00024460,PCOAH_00024460-t30_1,Plasmodium coatneyi Hackeri,"CP016247:522,312..523,025(-)",Protein tyrosine phosphatase,PCYB_091940,0,55,OG6_101823
PCOAH_00024470,PCOAH_00024470-t30_1,Plasmodium coatneyi Hackeri,"CP016247:528,196..528,729(+)",Uncharacterized protein,PCYB_091950,0,42,OG6_533631
PCOAH_00024480,PCOAH_00024480-t30_1,Plasmodium coatneyi Hackeri,"CP016247:530,347..531,381(+)",UDP-galactose transporter,PCYB_091960,0,55,OG6_101710
PCOAH_00024490,PCOAH_00024490-t30_1,Plasmodium coatneyi Hackeri,"CP016247:532,034..533,744(-)",Ubiquitin,"PCYB_091970,PCYB_093800",1,110,OG6_100933
PCOAH_00024500,PCOAH_00024500-t30_1,Plasmodium coatneyi Hackeri,"CP016247:535,491..537,554(+)",Uncharacterized protein,PCYB_091980,0,55,OG6_101542
PCOAH_00024510,PCOAH_00024510-t30_1,Plasmodium coatneyi Hackeri,"CP016247:538,777..539,829(+)",Uncharacterized protein,PCYB_091990,0,14,OG6r11_102828
PCOAH_00024520,PCOAH_00024520-t30_1,Plasmodium coatneyi Hackeri,"CP016247:540,468..541,544(+)",Glyoxalase I,PCYB_092000,0,55,OG6_102622
PCOAH_00024530,PCOAH_00024530-t30_1,Plasmodium coatneyi Hackeri,"CP016247:542,507..544,591(-)",Uncharacterized protein,PCYB_092010,0,55,OG6_142855
PCOAH_00024540,PCOAH_00024540-t30_1,Plasmodium coatneyi Hackeri,"CP016247:546,173..547,720(-)",Mitogen-activated protein kinase,PCYB_092020,0,56,OG6_111091
PCOAH_00024550,PCOAH_00024550-t30_1,Plasmodium coatneyi Hackeri,"CP016247:550,230..551,434(+)",Uncharacterized protein,PCYB_092030,1,107,OG6_101459
PCOAH_00024580,PCOAH_00024580-t30_1,Plasmodium coatneyi Hackeri,"CP016247:584,747..587,101(+)",Rhomboid-like protein,"PCYB_051330,PCYB_092040",1,111,OG6_100562
PCOAH_00024590,PCOAH_00024590-t30_1,Plasmodium coatneyi Hackeri,"CP016247:587,752..590,608(-)",GTPase activator protein,PCYB_092050,0,56,OG6_100958
PCOAH_00024600,PCOAH_00024600-t30_1,Plasmodium coatneyi Hackeri,"CP016247:592,525..594,380(-)",Uncharacterized protein,PCYB_092060,0,56,OG6_156395
PCOAH_00024610,PCOAH_00024610-t30_1,Plasmodium coatneyi Hackeri,"CP016247:595,126..596,292(+)",Uncharacterized protein,PCYB_092070,0,55,OG6_532935
PCOAH_00024620,PCOAH_00024620-t30_1,Plasmodium coatneyi Hackeri,"CP016247:597,219..598,298(+)",Uncharacterized protein,PCYB_092080,0,13,OG6r11_103342
PCOAH_00024630,PCOAH_00024630-t30_1,Plasmodium coatneyi Hackeri,"CP016247:601,611..605,033(+)",Protein kinase,PCYB_092090,0,55,OG6_102293
PCOAH_00024640,PCOAH_00024640-t30_1,Plasmodium coatneyi Hackeri,"CP016247:605,173..607,693(-)",Glycerol-3-phosphate dehydrogenase [NAD(+)],"PCYB_092100,PCYB_144260",1,111,OG6_100385
PCOAH_00024650,PCOAH_00024650-t30_1,Plasmodium coatneyi Hackeri,"CP016247:608,921..617,187(+)",Uncharacterized protein,PCYB_092110,0,57,OG6_139463
PCOAH_00024660,PCOAH_00024660-t30_1,Plasmodium coatneyi Hackeri,"CP016247:617,479..619,937(-)",Uncharacterized protein,PCYB_092130,0,58,OG6_139462
PCOAH_00024670,PCOAH_00024670-t30_1,Plasmodium coatneyi Hackeri,"CP016247:623,028..626,334(+)",Uncharacterized protein,PCYB_092140,0,61,OG6_119251
PCOAH_00024680,PCOAH_00024680-t30_1,Plasmodium coatneyi Hackeri,"CP016247:627,224..636,670(-)",Vivapain-2,"PCYB_092150,PCYB_092160,PCYB_092170,PCYB_125710",1,192,OG6_100116
PCOAH_00024690,PCOAH_00024690-t30_1,Plasmodium coatneyi Hackeri,"CP016247:638,912..639,998(+)",Uncharacterized protein,PCYB_092180,0,56,OG6_139439
PCOAH_00024700,PCOAH_00024700-t30_1,Plasmodium coatneyi Hackeri,"CP016247:640,351..641,564(-)",Peptidyl-prolyl cis-trans isomerase,PCYB_092190,1,56,OG6_100844
PCOAH_00024720,PCOAH_00024720-t30_1,Plasmodium coatneyi Hackeri,"CP016247:679,713..680,698(+)",Palmitoyltransferase,"PCYB_092200,PCYB_101330,PCYB_114680",4,166,OG6_100499
PCOAH_00024750,PCOAH_00024750-t30_1,Plasmodium coatneyi Hackeri,"CP016247:691,893..693,193(+)",Calcineurin-like phosphoesterase,"PCYB_124580,PCYB_131460",2,108,OG6_105286
PCOAH_00024770,PCOAH_00024770-t30_1,Plasmodium coatneyi Hackeri,"CP016247:710,817..713,242(+)",Palmitoyltransferase,"PCYB_092200,PCYB_101330,PCYB_114680",4,166,OG6_100499
PCOAH_00024780,PCOAH_00024780-t30_1,Plasmodium coatneyi Hackeri,"CP016247:714,506..717,227(-)",Uncharacterized protein,PCYB_092210,0,51,OG6_211592
PCOAH_00024790,PCOAH_00024790-t30_1,Plasmodium coatneyi Hackeri,"CP016247:718,402..722,831(-)",Serine esterase,PCYB_092220,0,55,OG6_154686
PCOAH_00024800,PCOAH_00024800-t30_1,Plasmodium coatneyi Hackeri,"CP016247:725,078..726,579(-)",Pdx2 protein,PCYB_092230,0,56,OG6_103407
PCOAH_00024820,PCOAH_00024820-t30_1,Plasmodium coatneyi Hackeri,"CP016247:729,161..730,531(-)",Uncharacterized protein,PCYB_092250,0,55,OG6_132560
PCOAH_00024830,PCOAH_00024830-t30_1,Plasmodium coatneyi Hackeri,"CP016247:733,190..734,563(+)",Transmembrane protein,"PCYB_051270,PCYB_092260",1,111,OG6_104487
PCOAH_00024840,PCOAH_00024840-t30_1,Plasmodium coatneyi Hackeri,"CP016247:735,036..737,628(-)",Oligosacharyl transferase STT3 subunit,PCYB_092270,0,55,OG6_100521
PCOAH_00024850,PCOAH_00024850-t30_1,Plasmodium coatneyi Hackeri,"CP016247:738,676..740,727(-)",Cathepsin c,"PCYB_092280,PCYB_147220",1,109,OG6_103622
PCOAH_00024860,PCOAH_00024860-t30_1,Plasmodium coatneyi Hackeri,"CP016247:743,657..746,768(-)",Heat shock protein 101,"PCYB_052520,PCYB_092290",1,117,OG6_100223
PCOAH_00024870,PCOAH_00024870-t30_1,Plasmodium coatneyi Hackeri,"CP016247:750,481..752,523(-)",Uncharacterized protein,PCYB_092300,0,54,OG6_160740
PCOAH_00024880,PCOAH_00024880-t30_1,Plasmodium coatneyi Hackeri,"CP016247:753,755..757,033(-)",Uncharacterized protein,PCYB_092310,0,42,OG6_533206
PCOAH_00024890,PCOAH_00024890-t30_1,Plasmodium coatneyi Hackeri,"CP016247:758,588..759,946(+)",Ubiquitin c-terminal hydrolase,PCYB_092320,0,55,OG6_102753
PCOAH_00024900,PCOAH_00024900-t30_1,Plasmodium coatneyi Hackeri,"CP016247:760,639..765,258(+)",Uncharacterized protein,"PCYB_004490,PCYB_092330",0,27,OG6_532509
PCOAH_00024910,PCOAH_00024910-t30_1,Plasmodium coatneyi Hackeri,"CP016247:767,006..767,392(+)",Uncharacterized protein,PCYB_092340,0,55,OG6_215354
PCOAH_00024920,PCOAH_00024920-t30_1,Plasmodium coatneyi Hackeri,"CP016247:769,611..770,651(+)",Uncharacterized protein,PCYB_092350,0,49,OG6_532460
PCOAH_00024930,PCOAH_00024930-t30_1,Plasmodium coatneyi Hackeri,"CP016247:770,883..772,487(-)",Tyrosine--tRNA ligase,PCYB_092360,0,56,OG6_101423
PCOAH_00024940,PCOAH_00024940-t30_1,Plasmodium coatneyi Hackeri,"CP016247:773,019..774,150(+)",Immature colon carcinoma transcript 1,PCYB_092370,0,53,OG6_102939
PCOAH_00024950,PCOAH_00024950-t30_1,Plasmodium coatneyi Hackeri,"CP016247:775,203..776,018(-)",GTP-binding nuclear protein,PCYB_092380,0,55,OG6_101761
PCOAH_00024960,PCOAH_00024960-t30_1,Plasmodium coatneyi Hackeri,"CP016247:779,412..782,027(-)",Dna mismatch repair protein mlh1,PCYB_092390,0,55,OG6_101011
PCOAH_00024970,PCOAH_00024970-t30_1,Plasmodium coatneyi Hackeri,"CP016247:782,847..786,975(+)",Uncharacterized protein,PCYB_092400,0,15,OG6r11_102417
PCOAH_00024980,PCOAH_00024980-t30_1,Plasmodium coatneyi Hackeri,"CP016247:787,510..788,396(-)",Uncharacterized protein,PCYB_092410,0,43,OG6_532829
PCOAH_00024990,PCOAH_00024990-t30_1,Plasmodium coatneyi Hackeri,"CP016247:790,560..791,324(+)",Clathrin assembly protein AP19,PCYB_092420,0,55,OG6_100926
PCOAH_00025000,PCOAH_00025000-t30_1,Plasmodium coatneyi Hackeri,"CP016247:791,868..794,456(-)",Heat shock protein 90,PCYB_092430,0,55,OG6_103348
PCOAH_00025010,PCOAH_00025010-t30_1,Plasmodium coatneyi Hackeri,"CP016247:797,282..801,226(+)",Uncharacterized protein,PCYB_092440,0,58,OG6_105738
PCOAH_00025020,PCOAH_00025020-t30_1,Plasmodium coatneyi Hackeri,"CP016247:801,833..802,744(-)",Uncharacterized protein,PCYB_092450,0,55,OG6_119263
PCOAH_00025030,PCOAH_00025030-t30_1,Plasmodium coatneyi Hackeri,"CP016247:805,079..806,590(+)",Ribonucleolar protein,PCYB_092460,0,54,OG6_101480
PCOAH_00025040,PCOAH_00025040-t30_1,Plasmodium coatneyi Hackeri,"CP016247:807,130..808,908(-)",Histone acetyltransferase,PCYB_092470,0,55,OG6_100632
PCOAH_00025050,PCOAH_00025050-t30_1,Plasmodium coatneyi Hackeri,"CP016247:810,259..814,792(-)",Uncharacterized protein,PCYB_092480,0,56,OG6_533578
PCOAH_00025060,PCOAH_00025060-t30_1,Plasmodium coatneyi Hackeri,"CP016247:815,919..817,895(-)",WD domain G-beta repeat domain containing protein,PCYB_092490,0,54,OG6_101628
PCOAH_00025070,PCOAH_00025070-t30_1,Plasmodium coatneyi Hackeri,"CP016247:818,458..820,114(+)",Uncharacterized protein,PCYB_092500,0,55,OG6_130924
PCOAH_00025080,PCOAH_00025080-t30_1,Plasmodium coatneyi Hackeri,"CP016247:820,256..821,323(-)",Uncharacterized protein,PCYB_092510,0,56,OG6_104190
PCOAH_00025090,PCOAH_00025090-t30_1,Plasmodium coatneyi Hackeri,"CP016247:822,596..824,109(+)",tRNA m(1)G methyltransferase,PCYB_092520,0,55,OG6_102182
PCOAH_00025100,PCOAH_00025100-t30_1,Plasmodium coatneyi Hackeri,"CP016247:824,579..825,164(-)",Uncharacterized protein,PCYB_092530,0,55,OG6_108013
PCOAH_00025110,PCOAH_00025110-t30_1,Plasmodium coatneyi Hackeri,"CP016247:825,951..826,880(-)",Uncharacterized protein,PCYB_092540,0,55,OG6_101418
PCOAH_00025120,PCOAH_00025120-t30_1,Plasmodium coatneyi Hackeri,"CP016247:828,920..834,223(+)",Ubiquitin-protein ligase,PCYB_092550,0,57,OG6_100865
PCOAH_00025130,PCOAH_00025130-t30_1,Plasmodium coatneyi Hackeri,"CP016247:835,231..836,901(+)",Uncharacterized protein,PCYB_092560,0,61,OG6_105379
PCOAH_00025140,PCOAH_00025140-t30_1,Plasmodium coatneyi Hackeri,"CP016247:837,664..840,501(-)",ATPase,"PCYB_092570,PCYB_146540",1,114,OG6_100384
PCOAH_00025180,PCOAH_00025180-t30_1,Plasmodium coatneyi Hackeri,"CP016247:859,786..861,274(+)",Phosphoglycerate mutase,PCYB_092620,0,54,OG6_101500
PCOAH_00025190,PCOAH_00025190-t30_1,Plasmodium coatneyi Hackeri,"CP016247:863,331..863,743(+)",Uncharacterized protein,PCYB_092630,0,55,OG6_532430
PCOAH_00025200,PCOAH_00025200-t30_1,Plasmodium coatneyi Hackeri,"CP016247:864,779..866,318(+)",Uncharacterized protein,"PCYB_092640,PCYB_133100",1,113,OG6_102708
PCOAH_00025210,PCOAH_00025210-t30_1,Plasmodium coatneyi Hackeri,"CP016247:867,101..868,358(-)",Uncharacterized protein,"PCYB_012220,PCYB_031150,PCYB_092650",3,162,OG6_100915
PCOAH_00025220,PCOAH_00025220-t30_1,Plasmodium coatneyi Hackeri,"CP016247:870,268..872,863(+)",tRNA nucleotidyltransferase,PCYB_092660,0,55,OG6_104034
PCOAH_00025230,PCOAH_00025230-t30_1,Plasmodium coatneyi Hackeri,"CP016247:873,038..882,495(-)",Uncharacterized protein,PCYB_142290,0,5,OG6_111931
PCOAH_00025250,PCOAH_00025250-t30_1,Plasmodium coatneyi Hackeri,"CP016247:889,651..889,971(+)",Heat shock factor binding protein,PCYB_092690,0,55,OG6_103734
PCOAH_00025260,PCOAH_00025260-t30_1,Plasmodium coatneyi Hackeri,"CP016247:891,272..893,188(+)",Palmitoyltransferase,PCYB_092700,0,55,OG6_102853
PCOAH_00025270,PCOAH_00025270-t30_1,Plasmodium coatneyi Hackeri,"CP016247:893,350..897,905(-)",Uncharacterized protein,"PCYB_092710,PCYB_092720",1,105,OG6_119987
PCOAH_00025280,PCOAH_00025280-t30_1,Plasmodium coatneyi Hackeri,"CP016247:899,121..900,045(-)",Uncharacterized protein,"PCYB_092710,PCYB_092720",1,105,OG6_119987
PCOAH_00025290,PCOAH_00025290-t30_1,Plasmodium coatneyi Hackeri,"CP016247:900,541..904,982(-)",Protein kinase,PCYB_092730,0,57,OG6_121491
PCOAH_00025300,PCOAH_00025300-t30_1,Plasmodium coatneyi Hackeri,"CP016247:908,347..910,181(+)",WD domain G-beta repeat domain containing protein,PCYB_092740,0,53,OG6_111964
PCOAH_00025310,PCOAH_00025310-t30_1,Plasmodium coatneyi Hackeri,"CP016247:910,348..911,925(-)",Uncharacterized protein,PCYB_092750,0,56,OG6_532547
PCOAH_00025320,PCOAH_00025320-t30_1,Plasmodium coatneyi Hackeri,"CP016247:913,460..914,128(-)",Circumsporozoite-related antigen,PCYB_092760,0,50,OG6_532360
PCOAH_00025330,PCOAH_00025330-t30_1,Plasmodium coatneyi Hackeri,"CP016247:917,928..920,294(+)",ABC transporter,PCYB_092770,0,55,OG6_100624
PCOAH_00025340,PCOAH_00025340-t30_1,Plasmodium coatneyi Hackeri,"CP016247:921,070..925,758(-)",Uncharacterized protein,PCYB_092780,0,54,OG6_108964
PCOAH_00025350,PCOAH_00025350-t30_1,Plasmodium coatneyi Hackeri,"CP016247:934,412..936,076(-)",Serine/threonine protein kinase,PCYB_092790,0,55,OG6_119330
PCOAH_00025360,PCOAH_00025360-t30_1,Plasmodium coatneyi Hackeri,"CP016247:936,865..938,626(-)",Uncharacterized protein,PCYB_092800,0,56,OG6_139496
PCOAH_00025370,PCOAH_00025370-t30_1,Plasmodium coatneyi Hackeri,"CP016247:939,207..941,211(-)",Uncharacterized protein,PCYB_092810,0,55,OG6_103068
PCOAH_00025380,PCOAH_00025380-t30_1,Plasmodium coatneyi Hackeri,"CP016247:941,667..945,039(-)",Uncharacterized protein,PCYB_092820,0,54,OG6_111804
PCOAH_00025390,PCOAH_00025390-t30_1,Plasmodium coatneyi Hackeri,"CP016247:946,543..947,682(+)",Uncharacterized protein,PCYB_092830,0,54,OG6_533460
PCOAH_00025400,PCOAH_00025400-t30_1,Plasmodium coatneyi Hackeri,"CP016247:949,094..952,658(+)",Uncharacterized protein,PCYB_092840,0,55,OG6_532421
PCOAH_00025420,PCOAH_00025420-t30_1,Plasmodium coatneyi Hackeri,"CP016247:968,127..968,321(-)",SICA antigen,"PCYB_001660,PCYB_001700,PCYB_002110,PCYB_002240",13,515,OG6_134606
PCOAH_00025510,PCOAH_00025510-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,082,012..1,087,603(+)",Uncharacterized protein,PCYB_092850,0,45,OG6_533349
PCOAH_00025520,PCOAH_00025520-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,088,556..1,096,603(+)",Uncharacterized protein,PCYB_092860,0,60,OG6_533034
PCOAH_00025530,PCOAH_00025530-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,096,716..1,097,519(-)",Uncharacterized protein,PCYB_092870,0,55,OG6_532701
PCOAH_00025540,PCOAH_00025540-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,100,598..1,105,911(+)",Calcium-dependent protein kinase 3,PCYB_092880,0,57,OG6_136893
PCOAH_00025550,PCOAH_00025550-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,107,232..1,122,766(+)",Dynein heavy chain,"PCYB_022480,PCYB_061740,PCYB_071310,PCYB_092890,PCYB_124920",4,343,OG6_100025
PCOAH_00025560,PCOAH_00025560-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,123,609..1,129,848(-)",Uncharacterized protein,PCYB_092900,0,22,OG6_532441
PCOAH_00025570,PCOAH_00025570-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,135,937..1,141,341(+)",Asparagine-rich protein,PCYB_092910,0,53,OG6_114086
PCOAH_00025580,PCOAH_00025580-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,143,113..1,145,678(+)",Uncharacterized protein,PCYB_092920,0,49,OG6_101394
PCOAH_00025590,PCOAH_00025590-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,146,879..1,148,684(+)",Uncharacterized protein,PCYB_092930,0,53,OG6_533344
PCOAH_00025600,PCOAH_00025600-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,150,735..1,152,485(+)",Translation elongation factor EF-1,PCYB_092940,1,57,OG6_101550
PCOAH_00025620,PCOAH_00025620-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,172,327..1,174,093(+)",Translation elongation factor EF-1,PCYB_092940,1,57,OG6_101550
PCOAH_00025640,PCOAH_00025640-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,195,597..1,199,273(-)",Uncharacterized protein,PCYB_092950,0,53,OG6_532891
PCOAH_00025650,PCOAH_00025650-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,201,508..1,203,646(+)",RAP protein,PCYB_092960,0,54,OG6_139494
PCOAH_00025660,PCOAH_00025660-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,204,443..1,205,147(+)",Mitochondrial ribosomal protein L37,PCYB_092970,0,55,OG6_145389
PCOAH_00025670,PCOAH_00025670-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,206,202..1,209,729(+)",Uncharacterized protein,PCYB_092980,0,56,OG6_102083
PCOAH_00025680,PCOAH_00025680-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,211,022..1,211,695(+)",High mobility group-like protein NHP2,PCYB_092990,0,56,OG6_101116
PCOAH_00025690,PCOAH_00025690-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,213,825..1,215,632(+)",Endoplasmic reticulum oxidoreductin,PCYB_093000,0,56,OG6_101008
PCOAH_00025700,PCOAH_00025700-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,216,333..1,220,625(-)",Uncharacterized protein,PCYB_093010,0,55,OG6_104527
PCOAH_00025710,PCOAH_00025710-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,221,597..1,223,062(-)",Uncharacterized protein,PCYB_093020,0,53,OG6_103779
PCOAH_00025730,PCOAH_00025730-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,231,095..1,231,852(-)",LSM domain containing protein,PCYB_093040,0,54,OG6_102846
PCOAH_00025740,PCOAH_00025740-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,232,930..1,234,567(+)",Pyruvate dehydrogenase E1 component alpha subunit,PCYB_093050,0,55,OG6_100754
PCOAH_00025750,PCOAH_00025750-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,235,782..1,237,131(-)",Ethanolamine kinase,PCYB_093060,0,55,OG6_101726
PCOAH_00025790,PCOAH_00025790-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,254,309..1,255,320(-)",GrpE protein-like protein,PCYB_093070,0,60,OG6_100642
PCOAH_00025800,PCOAH_00025800-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,256,800..1,257,962(-)",Uncharacterized protein,PCYB_093080,0,55,OG6_102760
PCOAH_00025810,PCOAH_00025810-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,260,780..1,264,442(+)",Uncharacterized protein,"PCYB_011430,PCYB_031200,PCYB_062940,PCYB_091500,PCYB_093090,PCYB_094570,PCYB_103830,PCYB_113710,PCYB_123860,PCYB_132440",12,345,OG6_100908
PCOAH_00025820,PCOAH_00025820-t30_1,Plasmodium coatneyi Hackeri,"CP016247:1,266,301..1,267,032(+)",60S ribosomal protein L35,PCYB_093100,0,55,OG6_100532
