"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Input Ortholog(s)","Paralog count","Ortholog count","Ortholog Group"
"PCYB_092900","PCYB_092900-t26_1","Plasmodium cynomolgi strain B","DF157101:842,504..849,330(-)","hypothetical protein","PCOAH_00025560","0","22","OG6_532441"
"PCYB_092910","PCYB_092910-t26_1","Plasmodium cynomolgi strain B","DF157101:856,149..862,200(+)","asparagine-rich protein","PCOAH_00025570","0","53","OG6_114086"
"PCYB_092920","PCYB_092920-t26_1","Plasmodium cynomolgi strain B","DF157101:864,639..866,992(+)","leucine-rich repeat protein","PCOAH_00025580","0","49","OG6_101394"
"PCYB_092930","PCYB_092930-t26_1","Plasmodium cynomolgi strain B","DF157101:868,389..870,461(+)","hypothetical protein","PCOAH_00025590","0","53","OG6_533344"
"PCYB_092940","PCYB_092940-t26_1","Plasmodium cynomolgi strain B","DF157101:873,211..875,103(+)","translation elongation factor EF-1 subunit alpha","PCOAH_00025600,PCOAH_00025620","0","58","OG6_101550"
"PCYB_092950","PCYB_092950-t26_1","Plasmodium cynomolgi strain B","DF157101:876,578..880,121(-)","hypothetical protein","PCOAH_00025640","0","53","OG6_532891"
"PCYB_092960","PCYB_092960-t26_1","Plasmodium cynomolgi strain B","DF157101:882,566..884,463(+)","RAP protein","PCOAH_00025650","0","54","OG6_139494"
"PCYB_092970","PCYB_092970-t26_1","Plasmodium cynomolgi strain B","DF157101:885,705..886,413(+)","hypothetical protein","PCOAH_00025660","0","55","OG6_145389"
"PCYB_092980","PCYB_092980-t26_1","Plasmodium cynomolgi strain B","DF157101:887,584..891,201(+)","SMC family C-terminal domain containing protein","PCOAH_00025670","0","56","OG6_102083"
"PCYB_092990","PCYB_092990-t26_1","Plasmodium cynomolgi strain B","DF157101:892,713..893,492(+)","ribosomal protein L7A","PCOAH_00025680","0","56","OG6_101116"
"PCYB_093000","PCYB_093000-t26_1","Plasmodium cynomolgi strain B","DF157101:896,151..898,190(+)","endoplasmic reticulum oxidoreductin","PCOAH_00025690","0","56","OG6_101008"
"PCYB_093010","PCYB_093010-t26_1","Plasmodium cynomolgi strain B","DF157101:899,376..904,016(-)","Beige/BEACH protein","PCOAH_00025700","0","55","OG6_104527"
"PCYB_093020","PCYB_093020-t26_1","Plasmodium cynomolgi strain B","DF157101:905,157..906,966(-)","hypothetical protein","PCOAH_00025710","0","53","OG6_103779"
"PCYB_093040","PCYB_093040-t26_1","Plasmodium cynomolgi strain B","DF157101:917,030..917,854(-)","LSM domain containing protein","PCOAH_00025730","0","54","OG6_102846"
"PCYB_093050","PCYB_093050-t26_1","Plasmodium cynomolgi strain B","DF157101:919,344..921,059(+)","pyruvate dehydrogenase E1 component alpha subunit","PCOAH_00025740","0","55","OG6_100754"
"PCYB_093060","PCYB_093060-t26_1","Plasmodium cynomolgi strain B","DF157101:923,247..924,644(-)","ethanolamine kinase","PCOAH_00025750","0","55","OG6_101726"
"PCYB_093070","PCYB_093070-t26_1","Plasmodium cynomolgi strain B","DF157101:929,766..930,348(-)","co-chaperone GrpE","PCOAH_00025790","0","60","OG6_100642"
"PCYB_093080","PCYB_093080-t26_1","Plasmodium cynomolgi strain B","DF157101:932,326..933,705(-)","ribosome biogenesis regulatory protein","PCOAH_00025800","0","55","OG6_102760"
"PCYB_093090","PCYB_093090-t26_1","Plasmodium cynomolgi strain B","DF157101:937,032..941,514(+)","hypothetical protein","PCOAH_00006070,PCOAH_00007910,PCOAH_00008410,PCOAH_00009410,PCOAH_00013530,PCOAH_00013770,PCOAH_00015380,PCOAH_00021230,PCOAH_00025810,PCOAH_00027370,PCOAH_00031420,PCOAH_00036140,PCOAH_00043620","9","348","OG6_100908"
"PCYB_093100","PCYB_093100-t26_1","Plasmodium cynomolgi strain B","DF157101:944,090..944,859(+)","60S ribosomal protein L35","PCOAH_00025820","0","55","OG6_100532"
"PCYB_093110","PCYB_093110-t26_1","Plasmodium cynomolgi strain B","DF157101:945,500..946,814(-)","hypothetical protein","PCOAH_00025830","0","55","OG6_139466"
"PCYB_093120","PCYB_093120-t26_1","Plasmodium cynomolgi strain B","DF157101:948,172..949,653(+)","hypothetical protein","PCOAH_00025840","0","55","OG6_139445"
"PCYB_093130","PCYB_093130-t26_1","Plasmodium cynomolgi strain B","DF157101:950,698..952,228(-)","hypothetical protein","PCOAH_00025850","0","55","OG6_146365"
"PCYB_093140","PCYB_093140-t26_1","Plasmodium cynomolgi strain B","DF157101:954,352..958,845(+)","DNA-dependent RNA polymerase","PCOAH_00025860,PCOAH_00025870","0","63","OG6_101824"
"PCYB_093150","PCYB_093150-t26_1","Plasmodium cynomolgi strain B","DF157101:959,134..961,179(-)","mitochondrial import inner membrane translocase","PCOAH_00025880","0","56","OG6_102237"
"PCYB_093160","PCYB_093160-t26_1","Plasmodium cynomolgi strain B","DF157101:963,097..963,483(-)","small nuclear ribonucleoprotein Sm D1","PCOAH_00025890","0","55","OG6_102452"
"PCYB_093170","PCYB_093170-t26_1","Plasmodium cynomolgi strain B","DF157101:964,850..966,943(-)","hypothetical protein","PCOAH_00053930","2","101","OG6_100026"
"PCYB_093180","PCYB_093180-t26_1","Plasmodium cynomolgi strain B","DF157101:967,138..969,872(-)","kelch domain-containing protein","PCOAH_00025910","0","59","OG6_119978"
"PCYB_093190","PCYB_093190-t26_1","Plasmodium cynomolgi strain B","DF157101:971,193..973,032(-)","kelch domain-containing protein","PCOAH_00025920","0","55","OG6_154599"
"PCYB_093200","PCYB_093200-t26_1","Plasmodium cynomolgi strain B","DF157101:976,324..976,608(+)","hypothetical protein","PCOAH_00025930","0","55","OG6_150948"
"PCYB_093210","PCYB_093210-t26_1","Plasmodium cynomolgi strain B","DF157101:977,439..980,042(-)","threonyl-tRNA synthetase","PCOAH_00025940","0","55","OG6_100294"
"PCYB_093220","PCYB_093220-t26_1","Plasmodium cynomolgi strain B","DF157101:981,476..985,183(-)","ThiF family protein","PCOAH_00025950","0","55","OG6_102679"
"PCYB_093230","PCYB_093230-t26_1","Plasmodium cynomolgi strain B","DF157101:986,567..987,602(-)","40S ribosomal protein S18","PCOAH_00025960","0","54","OG6_100333"
"PCYB_093250","PCYB_093250-t26_1","Plasmodium cynomolgi strain B","DF157101:993,847..995,312(+)","hypothetical protein","PCOAH_00025980","0","54","OG6_171422"
"PCYB_093260","PCYB_093260-t26_1","Plasmodium cynomolgi strain B","DF157101:996,665..1,000,693(+)","hypothetical protein","PCOAH_00025990","0","46","OG6_532854"
"PCYB_093270","PCYB_093270-t26_1","Plasmodium cynomolgi strain B","DF157101:1,001,713..1,004,318(-)","hypothetical protein","PCOAH_00026000","0","45","OG6_100408"
"PCYB_093280","PCYB_093280-t26_1","Plasmodium cynomolgi strain B","DF157101:1,006,846..1,012,565(-)","hypothetical protein","PCOAH_00026010","0","55","OG6_533442"
"PCYB_093290","PCYB_093290-t26_1","Plasmodium cynomolgi strain B","DF157101:1,017,279..1,020,615(+)","RNA binding protein","PCOAH_00026060","0","13","OG6_167211"
"PCYB_093300","PCYB_093300-t26_1","Plasmodium cynomolgi strain B","DF157101:1,021,745..1,022,312(-)","small nuclear ribonucleoprotein F","PCOAH_00026070","0","54","OG6_102196"
"PCYB_093310","PCYB_093310-t26_1","Plasmodium cynomolgi strain B","DF157101:1,024,088..1,025,766(-)","hypothetical protein","PCOAH_00026080","0","53","OG6_119689"
"PCYB_093320","PCYB_093320-t26_1","Plasmodium cynomolgi strain B","DF157101:1,028,712..1,029,263(-)","deoxyuridine 5'-triphosphate nucleotidohydrolase","PCOAH_00026090","0","53","OG6_101166"
"PCYB_093330","PCYB_093330-t26_1","Plasmodium cynomolgi strain B","DF157101:1,031,855..1,032,230(+)","hypothetical protein","PCOAH_00026100","0","53","OG6_215357"
"PCYB_093340","PCYB_093340-t26_1","Plasmodium cynomolgi strain B","DF157101:1,033,302..1,034,433(-)","tRNA (guanine-N(7)-)-methyltransferase","PCOAH_00026110","0","53","OG6_100919"
"PCYB_093350","PCYB_093350-t26_1","Plasmodium cynomolgi strain B","DF157101:1,035,461..1,036,410(+)","hypothetical protein","PCOAH_00026120","0","51","OG6_532802"
"PCYB_093360","PCYB_093360-t26_1","Plasmodium cynomolgi strain B","DF157101:1,037,088..1,040,358(+)","hypothetical protein","PCOAH_00026130","0","56","OG6_533311"
"PCYB_093370","PCYB_093370-t26_1","Plasmodium cynomolgi strain B","DF157101:1,042,605..1,044,980(+)","hypothetical protein","PCOAH_00026140,PCOAH_00034200","1","108","OG6_111807"
"PCYB_093410","PCYB_093410-t26_1","Plasmodium cynomolgi strain B","DF157101:1,060,277..1,066,813(+)","hypothetical protein","PCOAH_00026180","0","35","OG6_533192"
"PCYB_093420","PCYB_093420-t26_1","Plasmodium cynomolgi strain B","DF157101:1,069,396..1,071,673(+)","hypothetical protein","PCOAH_00001850,PCOAH_00013300,PCOAH_00054730","3","106","OG6_114263"
"PCYB_093430","PCYB_093430-t26_1","Plasmodium cynomolgi strain B","DF157101:1,072,078..1,072,942(+)","hypothetical protein","PCOAH_00026190","0","24","OG6r11_100847"
"PCYB_093440","PCYB_093440-t26_1","Plasmodium cynomolgi strain B","DF157101:1,073,427..1,074,556(-)","prefoldin subunit 5","PCOAH_00026200","0","54","OG6_101532"
"PCYB_093450","PCYB_093450-t26_1","Plasmodium cynomolgi strain B","DF157101:1,075,967..1,076,377(+)","multiprotein bridging factor type 1","PCOAH_00026210","0","55","OG6_102239"
"PCYB_093460","PCYB_093460-t26_1","Plasmodium cynomolgi strain B","DF157101:1,077,174..1,082,523(-)","ATP-dependent phosphofructokinase","PCOAH_00026220","0","58","OG6_156271"
"PCYB_093470","PCYB_093470-t26_1","Plasmodium cynomolgi strain B","DF157101:1,083,825..1,086,915(-)","farnesyl pyrophosphate synthase","PCOAH_00026230","0","54","OG6_101661"
"PCYB_093480","PCYB_093480-t26_1","Plasmodium cynomolgi strain B","DF157101:1,087,933..1,090,168(+)","hypothetical protein","PCOAH_00018120,PCOAH_00026240","1","109","OG6_100169"
"PCYB_093490","PCYB_093490-t26_1","Plasmodium cynomolgi strain B","DF157101:1,090,586..1,091,728(-)","NOT family protein","PCOAH_00026250","0","55","OG6_101639"
"PCYB_093500","PCYB_093500-t26_1","Plasmodium cynomolgi strain B","DF157101:1,094,128..1,095,481(+)","GPI8p transamidase","PCOAH_00026260","0","55","OG6_101767"
"PCYB_093510","PCYB_093510-t26_1","Plasmodium cynomolgi strain B","DF157101:1,097,475..1,100,194(+)","hypothetical protein","PCOAH_00026270","0","56","OG6_134723"
"PCYB_093520","PCYB_093520-t26_1","Plasmodium cynomolgi strain B","DF157101:1,102,090..1,103,735(+)","spermidine synthase","PCOAH_00026280","0","56","OG6_100634"
"PCYB_093530","PCYB_093530-t26_1","Plasmodium cynomolgi strain B","DF157101:1,106,785..1,108,077(+)","hypothetical protein","PCOAH_00026290","0","52","OG6_533690"
"PCYB_093540","PCYB_093540-t26_1","Plasmodium cynomolgi strain B","DF157101:1,110,365..1,112,543(+)","26S proteasome regulatory complex subunit","PCOAH_00026300","0","57","OG6_102079"
"PCYB_093550","PCYB_093550-t26_1","Plasmodium cynomolgi strain B","DF157101:1,113,057..1,116,149(-)","hypothetical protein","PCOAH_00026310","0","43","OG6_533452"
"PCYB_093560","PCYB_093560-t26_1","Plasmodium cynomolgi strain B","DF157101:1,120,818..1,121,807(-)","proliferating-cell nucleolar antigen p120","PCOAH_00026320,PCOAH_00053790","1","107","OG6_100487"
"PCYB_093570","PCYB_093570-t26_1","Plasmodium cynomolgi strain B","DF157101:1,124,144..1,126,663(+)","A/G-specific adenine glycosylase","PCOAH_00026330","0","54","OG6_102506"
"PCYB_093580","PCYB_093580-t26_1","Plasmodium cynomolgi strain B","DF157101:1,127,468..1,130,949(+)","hypothetical protein","PCOAH_00026340","0","46","OG6_109640"
"PCYB_093590","PCYB_093590-t26_1","Plasmodium cynomolgi strain B","DF157101:1,132,597..1,133,523(+)","hypothetical protein","PCOAH_00026350,PCOAH_00039490","0","55","OG6_532535"
"PCYB_093600","PCYB_093600-t26_1","Plasmodium cynomolgi strain B","DF157101:1,136,715..1,138,421(+)","transporter","PCOAH_00026370","0","55","OG6_166402"
"PCYB_093610","PCYB_093610-t26_1","Plasmodium cynomolgi strain B","DF157101:1,140,230..1,141,380(-)","N-acetyl glucosamine phosphate mutase","PCOAH_00026380","0","53","OG6_102413"
"PCYB_093620","PCYB_093620-t26_1","Plasmodium cynomolgi strain B","DF157101:1,143,350..1,143,631(-)","60S ribosomal protein L38-1","PCOAH_00026390","0","52","OG6_101624"
"PCYB_093630","PCYB_093630-t26_1","Plasmodium cynomolgi strain B","DF157101:1,146,139..1,147,073(+)","60S acidic ribosomal protein P0","PCOAH_00026400","0","55","OG6_100781"
"PCYB_093640","PCYB_093640-t26_1","Plasmodium cynomolgi strain B","DF157101:1,150,398..1,151,723(+)","26S protease subunit regulatory subunit 6a","PCOAH_00026410","0","55","OG6_101915"
"PCYB_093650","PCYB_093650-t26_1","Plasmodium cynomolgi strain B","DF157101:1,154,326..1,156,018(+)","hypothetical protein","PCOAH_00026420","0","49","OG6_532707"
"PCYB_093660","PCYB_093660-t26_1","Plasmodium cynomolgi strain B","DF157101:1,158,227..1,161,961(+)","hypothetical protein","PCOAH_00026430","0","54","OG6_103381"
"PCYB_093670","PCYB_093670-t26_1","Plasmodium cynomolgi strain B","DF157101:1,162,799..1,167,215(-)","structural maintenance of chromosome protein","PCOAH_00026440","0","56","OG6_101499"
"PCYB_093680","PCYB_093680-t26_1","Plasmodium cynomolgi strain B","DF157101:1,169,337..1,170,536(+)","PF16 protein","PCOAH_00026450","0","55","OG6_104236"
"PCYB_093690","PCYB_093690-t26_1","Plasmodium cynomolgi strain B","DF157101:1,172,415..1,175,257(+)","hypothetical protein","PCOAH_00026460","0","51","OG6_533210"
"PCYB_093700","PCYB_093700-t26_1","Plasmodium cynomolgi strain B","DF157101:1,176,412..1,176,969(-)","RNA binding protein","PCOAH_00026470","0","32","OG6_103512"
"PCYB_093710","PCYB_093710-t26_1","Plasmodium cynomolgi strain B","DF157101:1,178,604..1,180,898(-)","hypothetical protein","PCOAH_00026480","0","54","OG6_532478"
"PCYB_093720","PCYB_093720-t26_1","Plasmodium cynomolgi strain B","DF157101:1,182,282..1,184,496(+)","hypothetical protein","PCOAH_00026490","0","54","OG6_533550"
"PCYB_093740","PCYB_093740-t26_1","Plasmodium cynomolgi strain B","DF157101:1,186,422..1,190,646(-)","hypothetical protein","PCOAH_00026500","0","42","OG6_532670"
"PCYB_093750","PCYB_093750-t26_1","Plasmodium cynomolgi strain B","DF157101:1,193,170..1,193,873(-)","hypothetical protein","PCOAH_00026510","0","55","OG6_532420"
"PCYB_093760","PCYB_093760-t26_1","Plasmodium cynomolgi strain B","DF157101:1,198,026..1,206,508(+)","hypothetical protein","PCOAH_00026520","0","18","OG6_102848"
"PCYB_093770","PCYB_093770-t26_1","Plasmodium cynomolgi strain B","DF157101:1,207,925..1,209,258(-)","hypothetical protein","PCOAH_00026540,PCOAH_00036680,PCOAH_00036770","0","55","OG6_532943"
"PCYB_093780","PCYB_093780-t26_1","Plasmodium cynomolgi strain B","DF157101:1,210,182..1,211,666(-)","oxysterol-binding protein/PH domain containing protein","PCOAH_00026550","0","45","OG6_101373"
"PCYB_093790","PCYB_093790-t26_1","Plasmodium cynomolgi strain B","DF157101:1,215,819..1,217,930(-)","hypothetical protein","PCOAH_00026560","1","47","OG6_127377"
"PCYB_093800","PCYB_093800-t26_1","Plasmodium cynomolgi strain B","DF157101:1,221,590..1,224,478(+)","hypothetical protein","PCOAH_00024490,PCOAH_00026570","1","110","OG6_100933"
"PCYB_093810","PCYB_093810-t26_1","Plasmodium cynomolgi strain B","DF157101:1,225,203..1,228,373(-)","hypothetical protein","PCOAH_00014190,PCOAH_00015760","1","76","OG6_100265"
"PCYB_093820","PCYB_093820-t26_1","Plasmodium cynomolgi strain B","DF157101:1,230,604..1,232,346(-)","T-complex protein 1 alpha subunit","PCOAH_00026590","0","56","OG6_101890"
"PCYB_093830","PCYB_093830-t26_1","Plasmodium cynomolgi strain B","DF157101:1,236,428..1,237,249(+)","hypothetical protein","PCOAH_00026600","0","55","OG6_171498"
"PCYB_093840","PCYB_093840-t26_1","Plasmodium cynomolgi strain B","DF157101:1,238,210..1,241,324(-)","hypothetical protein","PCOAH_00000850","1","61","OG6_107295"
"PCYB_093850","PCYB_093850-t26_1","Plasmodium cynomolgi strain B","DF157101:1,244,216..1,248,424(+)","hypothetical protein","PCOAH_00026620","0","52","OG6_171430"
"PCYB_093860","PCYB_093860-t26_1","Plasmodium cynomolgi strain B","DF157101:1,249,697..1,250,756(-)","splicing component","PCOAH_00026630","0","55","OG6_102388"
"PCYB_093870","PCYB_093870-t26_1","Plasmodium cynomolgi strain B","DF157101:1,251,314..1,252,267(+)","50S ribosomal protein L2","PCOAH_00026640,PCOAH_00029940","1","110","OG6_100234"
"PCYB_093880","PCYB_093880-t26_1","Plasmodium cynomolgi strain B","DF157101:1,254,137..1,254,909(+)","aquaglyceroporin putative","PCOAH_00026650","0","56","OG6_100415"
"PCYB_093890","PCYB_093890-t26_1","Plasmodium cynomolgi strain B","DF157101:1,256,508..1,257,116(+)","glycine cleavage system H protein","PCOAH_00026660","0","55","OG6_100619"
"PCYB_093900","PCYB_093900-t26_1","Plasmodium cynomolgi strain B","DF157101:1,262,256..1,264,281(+)","hypothetical protein","PCOAH_00026670","0","51","OG6_532569"
"PCYB_093910","PCYB_093910-t26_1","Plasmodium cynomolgi strain B","DF157101:1,265,034..1,269,654(-)","hypothetical protein","PCOAH_00026680","0","54","OG6_171438"
"PCYB_093920","PCYB_093920-t26_1","Plasmodium cynomolgi strain B","DF157101:1,273,470..1,274,359(+)","hypothetical protein","PCOAH_00026690","0","55","OG6_129492"
"PCYB_093930","PCYB_093930-t26_1","Plasmodium cynomolgi strain B","DF157101:1,277,828..1,279,477(+)","apical merozoite antigen 1","PCOAH_00026700","0","56","OG6_130922"
"PCYB_093940","PCYB_093940-t26_1","Plasmodium cynomolgi strain B","DF157101:1,281,425..1,283,133(+)","hypothetical protein","PCOAH_00026710","0","55","OG6_156404"
"PCYB_093960","PCYB_093960-t26_1","Plasmodium cynomolgi strain B","DF157101:1,285,744..1,288,198(+)","hypothetical protein","PCOAH_00026730","0","55","OG6_130923"
"PCYB_093970","PCYB_093970-t26_1","Plasmodium cynomolgi strain B","DF157101:1,291,183..1,292,942(+)","hypothetical protein","PCOAH_00026740","0","55","OG6_100839"
"PCYB_093980","PCYB_093980-t26_1","Plasmodium cynomolgi strain B","DF157101:1,294,395..1,299,110(+)","hypothetical protein","PCOAH_00026770","0","51","OG6_533405"
"PCYB_093990","PCYB_093990-t26_1","Plasmodium cynomolgi strain B","DF157101:1,301,823..1,304,120(+)","heat shock protein hsp70 homologue","PCOAH_00026780","0","55","OG6_100423"
"PCYB_094000","PCYB_094000-t26_1","Plasmodium cynomolgi strain B","DF157101:1,306,122..1,307,396(-)","protein disulfide isomerase","PCOAH_00026810","0","54","OG6_100473"
"PCYB_094010","PCYB_094010-t26_1","Plasmodium cynomolgi strain B","DF157101:1,312,136..1,315,302(+)","hypothetical protein","PCOAH_00026820","0","50","OG6_532792"
"PCYB_094030","PCYB_094030-t26_1","Plasmodium cynomolgi strain B","DF157101:1,324,770..1,326,133(-)","hypothetical protein","PCOAH_00026840","0","53","OG6_136383"
"PCYB_094040","PCYB_094040-t26_1","Plasmodium cynomolgi strain B","DF157101:1,327,998..1,333,111(+)","hypothetical protein","PCOAH_00026850","0","54","OG6_104869"
"PCYB_094050","PCYB_094050-t26_1","Plasmodium cynomolgi strain B","DF157101:1,334,755..1,341,583(-)","hypothetical protein","PCOAH_00029320","0","42","OG6_162430"
"PCYB_094060","PCYB_094060-t26_1","Plasmodium cynomolgi strain B","DF157101:1,347,201..1,352,120(-)","DNA-directed RNA polymerase beta subunit","PCOAH_00026870","0","55","OG6_102249"
"PCYB_094070","PCYB_094070-t26_1","Plasmodium cynomolgi strain B","DF157101:1,353,997..1,355,565(+)","coatomer delta subunit","PCOAH_00026880","0","54","OG6_101729"
"PCYB_094080","PCYB_094080-t26_1","Plasmodium cynomolgi strain B","DF157101:1,357,347..1,358,840(+)","hypothetical protein","PCOAH_00026890","0","55","OG6_533575"
"PCYB_094090","PCYB_094090-t26_1","Plasmodium cynomolgi strain B","DF157101:1,361,970..1,364,687(-)","protein phosphatase 2C domain containing protein","PCOAH_00026900","0","55","OG6_101170"
"PCYB_094110","PCYB_094110-t26_1","Plasmodium cynomolgi strain B","DF157101:1,371,461..1,372,687(-)","hypothetical protein","PCOAH_00026920","0","55","OG6_532489"
"PCYB_094120","PCYB_094120-t26_1","Plasmodium cynomolgi strain B","DF157101:1,374,704..1,375,540(-)","hypothetical protein","PCOAH_00026930","1","53","OG6_205374"
"PCYB_094130","PCYB_094130-t26_1","Plasmodium cynomolgi strain B","DF157101:1,376,627..1,377,466(-)","hypothetical protein","PCOAH_00026930","1","53","OG6_205374"
"PCYB_094140","PCYB_094140-t26_1","Plasmodium cynomolgi strain B","DF157101:1,378,836..1,380,950(-)","hypothetical protein","PCOAH_00026940","0","54","OG6_139444"
"PCYB_094150","PCYB_094150-t26_1","Plasmodium cynomolgi strain B","DF157101:1,382,075..1,387,454(+)","hypothetical protein","PCOAH_00026950","0","54","OG6_105753"
"PCYB_094160","PCYB_094160-t26_1","Plasmodium cynomolgi strain B","DF157101:1,388,609..1,388,719(-)","hypothetical protein","PCOAH_00026960","0","51","OG6_533121"
"PCYB_094170","PCYB_094170-t26_1","Plasmodium cynomolgi strain B","DF157101:1,389,761..1,390,267(+)","hypothetical protein","PCOAH_00026970","0","54","OG6_532541"
"PCYB_094180","PCYB_094180-t26_1","Plasmodium cynomolgi strain B","DF157101:1,391,684..1,392,919(-)","3-oxo-5-alpha-steroid 4-dehydrogenase domain containing protein","PCOAH_00026980","0","55","OG6_102127"
"PCYB_094200","PCYB_094200-t26_1","Plasmodium cynomolgi strain B","DF157101:1,409,609..1,410,682(+)","hypothetical protein","PCOAH_00027000","0","50","OG6_533696"
"PCYB_094220","PCYB_094220-t26_1","Plasmodium cynomolgi strain B","DF157101:1,418,312..1,421,879(+)","hypothetical protein","PCOAH_00027020","0","55","OG6_102097"
"PCYB_094230","PCYB_094230-t26_1","Plasmodium cynomolgi strain B","DF157101:1,422,613..1,425,216(-)","hypothetical protein","PCOAH_00027030","0","52","OG6_533175"
"PCYB_094240","PCYB_094240-t26_1","Plasmodium cynomolgi strain B","DF157101:1,428,607..1,431,655(-)","casein kinase I","PCOAH_00027040","0","55","OG6_100396"
"PCYB_094260","PCYB_094260-t26_1","Plasmodium cynomolgi strain B","DF157101:1,444,009..1,445,133(+)","hypothetical protein","PCOAH_00027060","0","56","OG6_533110"
"PCYB_094270","PCYB_094270-t26_1","Plasmodium cynomolgi strain B","DF157101:1,446,891..1,448,674(-)","DnaJ domain containing protein","PCOAH_00027070","1","55","OG6_101281"
"PCYB_094280","PCYB_094280-t26_1","Plasmodium cynomolgi strain B","DF157101:1,454,638..1,458,550(+)","subtilisin-like protease 2","PCOAH_00027090","0","51","OG6_100121"
"PCYB_094290","PCYB_094290-t26_1","Plasmodium cynomolgi strain B","DF157101:1,461,452..1,462,429(+)","30S ribosomal protein S9","PCOAH_00027100","0","55","OG6_142584"
"PCYB_094300","PCYB_094300-t26_1","Plasmodium cynomolgi strain B","DF157101:1,463,155..1,464,464(-)","hypothetical protein","PCOAH_00027110","0","56","OG6_171417"
"PCYB_094320","PCYB_094320-t26_1","Plasmodium cynomolgi strain B","DF157101:1,473,402..1,475,395(-)","transmembrane protein","PCOAH_00027120","0","55","OG6_100901"
"PCYB_094330","PCYB_094330-t26_1","Plasmodium cynomolgi strain B","DF157101:1,478,062..1,479,177(-)","hypothetical protein","PCOAH_00027130","0","57","OG6_122900"
"PCYB_094340","PCYB_094340-t26_1","Plasmodium cynomolgi strain B","DF157101:1,481,132..1,481,793(-)","30S ribosomal protein S14","PCOAH_00027140","0","55","OG6_102116"
"PCYB_094350","PCYB_094350-t26_1","Plasmodium cynomolgi strain B","DF157101:1,482,852..1,483,949(-)","hypothetical protein","PCOAH_00027150","0","22","OG6r11_100732"
"PCYB_094360","PCYB_094360-t26_1","Plasmodium cynomolgi strain B","DF157101:1,484,715..1,487,226(+)","hypothetical protein","PCOAH_00027160","0","55","OG6_175142"
"PCYB_094370","PCYB_094370-t26_1","Plasmodium cynomolgi strain B","DF157101:1,488,443..1,489,104(-)","hypothetical protein","PCOAH_00027170","0","54","OG6_533353"
"PCYB_094380","PCYB_094380-t26_1","Plasmodium cynomolgi strain B","DF157101:1,491,290..1,493,370(+)","hypothetical protein","PCOAH_00027180","0","55","OG6_532584"
"PCYB_094390","PCYB_094390-t26_1","Plasmodium cynomolgi strain B","DF157101:1,499,261..1,504,771(+)","hypothetical protein","PCOAH_00027190","0","14","OG6_114800"
"PCYB_094400","PCYB_094400-t26_1","Plasmodium cynomolgi strain B","DF157101:1,505,963..1,506,340(+)","hypothetical protein","PCOAH_00027200","0","55","OG6_102802"
"PCYB_094410","PCYB_094410-t26_1","Plasmodium cynomolgi strain B","DF157101:1,507,201..1,507,909(+)","hypothetical protein","PCOAH_00027210","0","55","OG6_149555"
"PCYB_094420","PCYB_094420-t26_1","Plasmodium cynomolgi strain B","DF157101:1,508,287..1,508,727(-)","hypothetical protein","PCOAH_00027220,PCOAH_00044390","1","88","OG6_105090"
"PCYB_094430","PCYB_094430-t26_1","Plasmodium cynomolgi strain B","DF157101:1,510,322..1,522,216(-)","adenylate and guanylate cyclase catalytic domain containing protein","PCOAH_00027230","0","64","OG6_119479"
"PCYB_094440","PCYB_094440-t26_1","Plasmodium cynomolgi strain B","DF157101:1,527,829..1,530,476(+)","protein phosphatase 2C","PCOAH_00027240","0","56","OG6_100270"
"PCYB_094450","PCYB_094450-t26_1","Plasmodium cynomolgi strain B","DF157101:1,531,881..1,533,813(-)","Beta-catenin-like protein 1","PCOAH_00027250","0","54","OG6_102971"
"PCYB_094470","PCYB_094470-t26_1","Plasmodium cynomolgi strain B","DF157101:1,545,216..1,551,233(-)","WD domain G-beta repeat domain containing protein","PCOAH_00027270","0","57","OG6_102926"
"PCYB_094480","PCYB_094480-t26_1","Plasmodium cynomolgi strain B","DF157101:1,560,651..1,566,126(+)","RNA binding protein","PCOAH_00033020","1","81","OG6_100683"
"PCYB_094490","PCYB_094490-t26_1","Plasmodium cynomolgi strain B","DF157101:1,567,909..1,569,354(-)","hypothetical protein","PCOAH_00027290","0","56","OG6_111225"
"PCYB_094510","PCYB_094510-t26_1","Plasmodium cynomolgi strain B","DF157101:1,592,423..1,595,770(-)","AAA family ATPase","PCOAH_00027310","0","56","OG6_103946"
"PCYB_094520","PCYB_094520-t26_1","Plasmodium cynomolgi strain B","DF157101:1,597,906..1,599,458(+)","hypothetical protein","PCOAH_00027320","0","9","OG6r11_106679"
"PCYB_094530","PCYB_094530-t26_1","Plasmodium cynomolgi strain B","DF157101:1,600,462..1,601,982(-)","adrenodoxin reductase","PCOAH_00027330","0","57","OG6_101920"
"PCYB_094540","PCYB_094540-t26_1","Plasmodium cynomolgi strain B","DF157101:1,603,108..1,609,412(-)","hypothetical protein","PCOAH_00027340","0","46","OG6_532439"
"PCYB_094550","PCYB_094550-t26_1","Plasmodium cynomolgi strain B","DF157101:1,611,346..1,612,753(+)","hypothetical protein","PCOAH_00027350","0","54","OG6_102725"
"PCYB_094560","PCYB_094560-t26_1","Plasmodium cynomolgi strain B","DF157101:1,615,340..1,616,958(-)","vacuolar ATP synthase subunit F","PCOAH_00027360","0","56","OG6_102324"
